Route,Incident,Location,Day,Hour,Month
35,Operations - Operator,JANE AND SHEPPARD WEST,Wednesday,16,6
63,Collision - TTC,CONCORD AVE AND LANE 2,Sunday,0,1
106,Operations - Operator,PIONEER VILLAGE,Thursday,22,6
95,Mechanical,RYLANDER AND KINGSTON,Friday,14,9
72,Operations - Operator,BIRCHMOUNT GARAGE,Monday,8,5
99,Collision - TTC,JANE AND FINCH,Friday,13,4
29,Security,DUFFERIN STATION,Sunday,20,7
75,Mechanical,LOWER SHERBOURNE AND Q,Wednesday,18,6
133,Operations - Operator,KENNEDY STATION,Wednesday,7,5
925,Mechanical,WARDEN AND 401,Wednesday,6,5
927,Mechanical,DUNDAS AND KIPLING,Thursday,11,9
7,Mechanical,BATHURST AND DON LAKE,Saturday,20,6
121,Operations - Operator,FRONT AND BAY,Friday,12,8
79,Collision - TTC,BLOOR AND KENNEDY,Thursday,18,3
67,Mechanical,VICTORIA PARK STATION,Wednesday,18,8
35,Emergency Services,JANE AND CHALKFARM,Saturday,9,9
60,Mechanical,FINCH STATION,Monday,7,8
32,Emergency Services,EGLINTON WEST STATION,Friday,16,9
124,Mechanical,ROE LOOP,Sunday,6,2
32,Mechanical,EGLINTON STATION,Saturday,12,1
26,Vision,QUEENSWAY GARAGE,Thursday,5,6
902,Investigation,WARDEN STN,Thursday,11,6
952,Mechanical,PEARSON AIRPORT- TERMI,Wednesday,8,5
600,Emergency Services,BATHURST AND YORKVIEW,Monday,17,6
131,Diversion,KENNEDY STATION,Wednesday,0,6
63,Vision,KING AND DOWLING,Monday,1,9
927,Collision - TTC,HWY 27 AND REXDALE,Friday,14,9
39,Mechanical,MORNINGVIEW TRAIL AND,Tuesday,21,1
11,Mechanical,DAVISVILLE STATION,Thursday,8,6
63,Utilized Off Route,LIBERTY AND ATLANTIC,Monday,22,3
7,Mechanical,BATHURST AND FINCH,Sunday,16,3
52,Investigation,LAWRENCE AND CALEDONIA,Friday,13,2
52,Vision,LAWRENCE AND BAYVIEW,Friday,19,8
31,Operations - Operator,DANFORTH AND MONARCH P,Thursday,22,5
118,General Delay,ALBOIN AND ARMEL,Saturday,23,4
52,Collision - TTC,LAWRENCE AND ENGLEMOUN,Monday,9,6
939,Operations - Operator,KENNEDY AND LAWRENCE,Friday,3,5
41,Vision,PIONEER VILLAGE STATIO,Thursday,18,9
94,Cleaning - Unsanitary,WELLESLEY STATION,Monday,14,3
86,Mechanical,TORONTO ZOO,Monday,15,3
54,Operations - Operator,LAWRENCE AND CROCKFORD,Monday,14,1
41,Collision - TTC,KEELE AND DUNDAS WEST,Friday,0,5
43,Utilized Off Route,KENNEDY STATION,Sunday,20,7
929,Emergency Services,WILSON STATION,Saturday,1,9
999,Emergency Services,KENNEDY AND PROGRESS,Thursday,14,8
165,Cleaning - Unsanitary,YORK MILLS STATION,Thursday,9,1
24,Mechanical,VICTORIA PARK STATION,Thursday,5,2
929,Mechanical,DUFFERIN AND LAWRENCE,Thursday,15,8
89,Collision - TTC,WESTON AND ALBION,Friday,8,8
68,Mechanical,WARDEN AND EGLINTON,Monday,21,3
37,Cleaning - Unsanitary,HUMBERWOOD BLVD,Saturday,11,4
95,Operations - Operator,MILITARY TRAIL AND ELL,Thursday,15,1
54,Security,LESLIE AND EGLINTON,Friday,18,6
34,Operations - Operator,EGLINTON DIVISION,Monday,1,2
131,Mechanical,MCCOWAN AND TRITON,Tuesday,20,1
85,Mechanical,DON MILLS STATION,Tuesday,0,7
96,Investigation,WILSON AND KEELE,Saturday,23,9
900,Operations - Operator,KIPLING STATION,Friday,21,4
40,Cleaning - Unsanitary,DUNDAS WEST STN,Thursday,11,1
36,Security,HUMBERWOOD AND MORNING,Monday,4,8
38,Mechanical,LAWRENCE EAST AND EAST,Wednesday,12,6
71,Mechanical,RAY AND BARTONVILLE,Tuesday,19,5
7,Mechanical,BATHURST AND WILSON,Monday,18,8
17,Mechanical,WARDEN AND STEELES,Sunday,14,6
47,Cleaning - Unsanitary,YORKDALE STATION,Saturday,19,2
929,Security,DUFFERIN AND WILSON,Tuesday,15,4
116,Security,MORNINGSIDE AND OLD FI,Monday,21,4
35,Security,JANE AND LAWRENCE,Friday,15,6
35,Cleaning - Unsanitary,JANE STATION,Wednesday,2,5
102,Security,ST CLAIR AND COTTON AV,Friday,19,5
53,Mechanical,STEELES AND FENTON,Friday,13,3
43,General Delay,KENNEDY AND ANTRIM,Tuesday,16,5
97,Mechanical,YONGE AND SHEPPARD,Saturday,14,2
52,Mechanical,LAWRENCE AND PINE,Saturday,9,5
941,Mechanical,KEELE AND CANON JACKSO,Tuesday,8,9
32,Cleaning - Unsanitary,EGLINTON AND ISLINGTON,Monday,16,7
74,Operations - Operator,ST CLAIR WEST AND CHRI,Sunday,18,7
133,Mechanical,ELLESEMERE AND MCCOWAN,Saturday,15,9
38,Mechanical,UNIVERSITY OF TORONTO,Thursday,16,7
41,Mechanical,SHEPPARD WEST AND KEEL,Wednesday,11,9
96,Security,HUMBERLINE LOOP,Monday,11,1
14,Mechanical,CALEDONIA AND GLENCAIR,Friday,10,3
43,Mechanical,MIDLAND AND STEELES,Tuesday,11,7
52,Collision - TTC,LAWRENCE AND BATHURST,Friday,13,8
29,Emergency Services,DUFFERIN AND GLENCAIRN,Monday,19,1
43,Mechanical,KENNEDY AND ELLESMERE,Friday,10,1
52,Mechanical,LAWRENCE WEST STATION,Saturday,19,8
15,Security,SHERWAY GARDENS RD AN,Friday,7,9
72,Mechanical,FRONT AND BAY,Thursday,18,2
102,Mechanical,SHEPPARD AND MARKHAM,Monday,15,9
43,Operations - Operator,KENNEDY STATION,Wednesday,11,9
29,Collision - TTC,DUFFERIN AND DAVENPORT,Sunday,18,8
60,Emergency Services,YONGE AND STEELES,Wednesday,5,1
84,Mechanical,BEECROFT AND SHEPPARD,Saturday,14,8
16,Mechanical,SCARBOROUGH CENTRE STA,Friday,9,7
984,Mechanical,SHEPPARD AND BATHURST,Friday,15,5
130,Mechanical,SCARBOROUGH CENTRE STA,Wednesday,14,5
165,Mechanical,SIGNET AND STEELES,Tuesday,20,6
100,Mechanical,BROADVIEW STATION,Tuesday,14,4
900,Operations - Operator,KIPLING STATION,Thursday,17,8
53,Operations - Operator,STAINES RD AND RIVENDE,Friday,20,1
165,Operations - Operator,WILSON STATION,Friday,5,1
85,Utilized Off Route,MEADOWVALE AND SHEPPAR,Friday,18,8
122,Mechanical,YORK MILLS AND FENSIDE,Wednesday,8,7
38,Mechanical,ROUGE HILL GO STATION,Wednesday,11,3
95,Emergency Services,WILSON AND DUBRAY,Friday,12,3
925,Operations - Operator,BROADVIEW STATION,Saturday,14,9
97,Mechanical,STEELES AND YONGE,Friday,21,2
54,Operations - Operator,EGLINTON STATION,Friday,2,5
36,Cleaning - Unsanitary,FINCH AND ISLINGTON,Tuesday,0,1
120,Operations - Operator,FORTHBRIDGE AND CALVIN,Saturday,12,2
47,Mechanical,LANSDOWNE AND DUPONT,Sunday,11,2
900,Mechanical,ISLINGTON STATION,Monday,6,1
45,Security,KIPLING AND RONSON,Saturday,12,1
985,Mechanical,MIDLAND AND SHEPPARD,Thursday,11,1
43,Emergency Services,KENNEDY AND PROGRESS,Wednesday,13,7
102,Operations - Operator,ST. CLAIR EAST AND BRI,Tuesday,12,5
85,Operations - Operator,SHEPPARD-YONGE STATION,Thursday,18,2
903,Operations - Operator,SCARBOROUGH CENTRE STA,Tuesday,9,9
65,Security,PARLIMENT AND WINCHEST,Saturday,16,7
995,General Delay,ELLESMERE AND BRIMELY,Tuesday,17,6
34,Collision - TTC,EGLINTON AND BAYVIEW,Friday,19,3
53,Collision - TTC,STEELES AND SILVER STA,Thursday,7,7
59,Collision - TTC,UPHILL AND CHURCH,Friday,16,3
63,Operations - Operator,OSSINGTON STATION,Tuesday,12,8
94,Mechanical,WELLESLEY STATION,Friday,12,9
39,Mechanical,FINCH AND KENNEDY,Thursday,0,1
25,Mechanical,FRESH MEADOW AND DON M,Tuesday,13,6
66,Emergency Services,MARINE PARADE DR AND H,Friday,6,9
111,Mechanical,KIPLING STATION,Saturday,11,9
68,Mechanical,WARDEN AND ELLESMERE,Monday,7,6
960,Operations - Operator,PIONEER VILLAGE STATIO,Saturday,12,8
72,Mechanical,CARLAW AND LAKESHORE,Thursday,6,8
17,Mechanical,BIRCHMOUNT AND MCNICOL,Tuesday,9,8
65,Mechanical,CASTLE FRANK STATION,Saturday,13,9
86,Mechanical,PARK AND KIRKHAMS,Saturday,12,2
927,Operations - Operator,STEELES LOOPS (MARTIN,Thursday,5,5
21,Mechanical,BRIMLEY AND PROGRESS,Friday,8,5
11,Mechanical,LAWRENCE AND BAYVIEW,Thursday,8,2
7,Mechanical,BATHURST AND BRIAR HIL,Wednesday,6,9
62,Utilized Off Route,BROADVIEW STATION,Thursday,20,2
960,Operations - Operator,STEELE AND DUFFERIN,Saturday,20,7
12,Operations - Operator,VICTORIA PARK STATION,Friday,5,8
52,Mechanical,LAWRENCE AND CULFORD,Monday,14,8
24,Security,VICTORIA PARK AND SOUT,Tuesday,8,3
59,Mechanical,CHURCH AND WESTON,Sunday,7,8
168,Operations - Operator,DUNDAS WEST STATION,Wednesday,16,6
53,Operations - Operator,STEELES AND MARKHAM,Tuesday,1,2
52,Emergency Services,LAWRENCE WEST STATION,Wednesday,14,1
29,Security,DUFFERIN AND DUNDAS,Tuesday,0,7
90,Investigation,OAKWOOD AND VAUGHAN,Thursday,19,2
984,Mechanical,BRADSTOCK AND WESTON,Tuesday,16,7
125,Vision,ANTIBES AND BATHURST,Monday,16,4
929,Operations - Operator,DUFFERIN AND GLENCAIRN,Monday,18,8
40,Emergency Services,DUNDAS WEST STATION,Thursday,22,2
63,Operations - Operator,OSSINGTON AND COLLEGE,Tuesday,20,2
60,Mechanical,STEELES AND ALNESS,Saturday,8,3
43,Security,KENNEDY AND LAWRENCE,Friday,20,9
35,Operations - Operator,JANE AND TROUTBROOKE,Saturday,15,8
123,Mechanical,QUEENSWAY GARAGE,Friday,10,6
60,Mechanical,STEELES AND TANGREEN,Thursday,4,6
100,Utilized Off Route,BROADVIEW STATION,Saturday,1,3
924,Operations - Operator,BIRCHMOUNT GARAGE,Thursday,9,3
29,General Delay,WILSON STATION,Friday,1,2
45,Mechanical,KIPLING STATION (BUS E,Monday,7,8
63,Vision,EGLINTON WEST STATION,Saturday,18,5
45,Mechanical,ATTWELL ANDE CARLINGVI,Tuesday,5,9
106,Mechanical,SHEPPARD WEST STATION,Monday,10,4
185,Vision,DON MILLS STATION,Thursday,10,9
52,Mechanical,LAWRENCE AND MARLEE,Tuesday,21,4
95,Operations - Operator,YORK MILLS STATION,Wednesday,20,8
300,Cleaning - Unsanitary,BATHURST STATION,Tuesday,2,4
95,Operations - Operator,ELLESMERE AND MCCOWAN,Wednesday,23,8
102,Cleaning - Unsanitary,TAPSCOTT AND PASSMORE,Monday,7,7
161,Collision - TTC,OAKWOOD AND ST CLAIR,Tuesday,18,9
989,Collision - TTC,KEELE AND ANNETTE,Friday,18,5
102,Cleaning - Unsanitary,WARDEN STATION,Thursday,16,8
131,Mechanical,MORNINGVIEW AND FINCH,Thursday,7,2
102,Mechanical,MORNINGSIDE AND PASSMO,Sunday,21,2
935,Operations - Operator,JANE AND TRETHEWEY,Friday,14,7
7,Investigation,BATHURST STATION,Tuesday,23,7
2,Collision - TTC,DANFORTH AND WOODBINE,Sunday,21,4
36,Collision - TTC,FINCH STATION,Wednesday,16,1
996,Mechanical,ELLESMERE AND WARDEN,Tuesday,7,7
7,Collision - TTC,BATHURST AND ST CLAIR,Wednesday,8,2
79,Operations - Operator,PINE AND LAWRENCE,Tuesday,5,5
35,General Delay,JANE AND EGLINTON,Saturday,17,2
47,Mechanical,LANSDOWNE AND DUPONT,Tuesday,6,4
100,Mechanical,PHARMACY AND COMSTOCK,Wednesday,5,5
129,Operations - Operator,STEELES AND MCCOWAN,Sunday,7,7
939,Collision - TTC,ELLESMERE STATION,Monday,17,4
54,Security,LAWRENCE AND GREENHOLM,Saturday,19,7
54,Emergency Services,EGLINTON STATION,Friday,23,5
43,Vision,MIDLAND AND STEELES,Friday,13,5
64,Utilized Off Route,MAIN STREET STATION,Friday,14,5
110,Operations - Operator,ISLINGTON AND JUDSON,Monday,15,2
122,Mechanical,YORK MILLS STATION,Saturday,20,1
31,Operations - Operator,DANFORTH AND LINNSMORE,Tuesday,20,3
903,Operations - Operator,KENNEDY STATION,Monday,13,3
985,Mechanical,MIDLAND AND PROGRESS,Wednesday,11,4
929,Mechanical,DUFFERIN AND LAWRENCE,Monday,17,6
41,Vision,PIONEER VILLAGE STATIO,Friday,20,9
165,Operations - Operator,SHEPPARD AND WESTON,Wednesday,17,1
41,Utilized Off Route,KEELE AND ANNETTE,Thursday,21,2
68,Mechanical,WARDEN AND MCNICOLL,Wednesday,19,7
168,Investigation,DUNDAS WEST STATION,Thursday,10,5
32,Emergency Services,EGLINTON AND OAKWOOD,Saturday,10,6
32,Vision,RENFORTH STATION,Wednesday,7,9
131,Mechanical,KENNEDY STATION,Friday,9,7
95,Operations - Operator,ELLESMERE AND BELLAMY,Wednesday,15,6
39,Mechanical,FINCH AND BIRCHMOUNT,Sunday,16,5
85,Mechanical,SHEPPARD AND BRIMLEY,Sunday,22,6
36,Collision - TTC,FINCH AND BATHURST,Thursday,14,5
38,Mechanical,ELLESMERE AND MILITARY,Tuesday,15,6
161,Security,HUMBER AND LUVIN,Friday,0,3
89,Vision,WILSON GARAGE,Saturday,0,6
85,Cleaning - Unsanitary,LAWRENCE AND EAST,Saturday,17,6
91,Operations - Operator,CASSANDRA AND UNDERHIL,Monday,5,7
85,Mechanical,MCCOWAN AND SHEPPARD,Tuesday,7,8
70,Utilized Off Route,COXWELL STATION,Tuesday,22,4
935,Operations - Operator,JANE STATION,Saturday,10,1
985,Mechanical,DON MILLS STATION,Tuesday,6,7
995,Emergency Services,ELLESMERE AND MILITARY,Thursday,9,2
32,Operations - Operator,EGLINTON AND MARLEE,Friday,20,6
75,Cleaning - Unsanitary,SHERBOURNE STATION,Saturday,7,5
43,Security,MIDLAND AND STEELES,Tuesday,0,5
90,Vision,VAUGHN AND OAKWOOD,Thursday,12,3
47,Utilized Off Route,MACDONELL AND SEAFORTH,Sunday,12,5
43,Emergency Services,KENNEDY AND PROGRESS,Thursday,20,7
161,Mechanical,OSSINGTON STATION,Friday,16,9
79,Operations - Operator,PINE AND LAWRENCE,Thursday,6,5
52,Mechanical,MARTIN GROVE AND TOLLI,Saturday,14,6
113,Mechanical,DANFORTH AND WARDEN,Friday,18,2
44,Operations - Operator,KIPLIN AND TORLAKE,Friday,16,8
36,Collision - TTC,JANE AND YEWTREE,Friday,18,3
126,Diversion,CHRISTIE AND BLOOR,Sunday,14,8
300,Security,BLOOR AND PARLIAMENT,Sunday,3,3
75,Cleaning - Unsanitary,SOUTH AND GLEN,Thursday,12,3
85,Security,SHEPPARD AND BRENYON W,Friday,8,5
32,Cleaning - Unsanitary,PINE AND LAWRENCE,Wednesday,15,6
108,Mechanical,SHEPPARD WEST STATION,Wednesday,16,1
34,Mechanical,FINCH AND BATHURST,Tuesday,13,6
25,Diversion,OVERLEA AND THOORNCLIF,Monday,7,4
935,Utilized Off Route,JANE AND EXBURY,Thursday,19,6
63,Mechanical,OSSINGTON AND DUPONT,Saturday,12,7
995,Mechanical,ELLESMERE AND HELICON,Wednesday,15,3
904,Mechanical,MIDLAND AND LAWRENCE,Wednesday,19,9
941,Road Blocked - NON-TTC Collision,KEELE AND HWY 401,Thursday,7,7
84,Mechanical,BRADSTOCK AND WESTON,Monday,0,6
21,Mechanical,KENNEDY STATION - B PL,Friday,11,6
35,Emergency Services,IAN MACDONDALD AND VAN,Friday,3,5
985,Emergency Services,KENNEDY STATION,Thursday,16,1
984,Operations - Operator,SHEPPARD AND JANE,Thursday,15,7
95,Collision - TTC,ELLESMERE AND WARDEN,Monday,12,5
935,Investigation,JANE AND BEXLEY,Saturday,13,4
29,Cleaning - Unsanitary,WILSON STATION,Saturday,0,8
60,Security,STEELES AND NEW WESTMI,Tuesday,22,7
941,Utilized Off Route,KEELE STATION,Wednesday,15,4
70,Collision - TTC,COXWELL AND SAMMON,Sunday,22,1
960,Mechanical,WESTON AND STEELES,Tuesday,8,9
935,Security,JANE AND LAWRENCE,Monday,10,5
32,Operations - Operator,EGLINTON STATION,Saturday,16,3
123,Operations - Operator,KIPLING STATION,Tuesday,6,3
985,Mechanical,DON MILLS STATION,Tuesday,8,3
95,Mechanical,YORK MILLS STATION,Friday,11,5
985,Mechanical,SCARBOROUGH CENTRE STA,Monday,16,4
937,Mechanical,BLOOR AND ISLINGTON,Thursday,16,7
40,Utilized Off Route,DUNDAS WEST STATION,Saturday,9,6
79,Vision,LAWRENCE WEST AND RALP,Thursday,6,5
945,Vision,KIPLING STATION,Thursday,11,3
35,Mechanical,FINCH AND JANE,Tuesday,14,4
51,Security,EGLINTON AND DUNFIELD,Monday,15,1
36,Cleaning - Unsanitary,FINCH AND WESTON,Wednesday,18,5
37,Operations - Operator,ISLINGTON AND SUMMITCR,Thursday,1,4
945,Investigation,KIPLING AND THE WESTWA,Thursday,15,3
50,Operations - Operator,BURNHAMTHORPE AND KIPL,Monday,10,2
43,Vision,KENNEDY STATION,Tuesday,22,6
47,Mechanical,YORKDALE STATION,Saturday,14,5
116,Mechanical,MORNINGSIDE AND GARDEN,Saturday,19,1
51,Mechanical,EGLINTON STATION,Wednesday,5,3
112,Operations - Operator,RENFORTH BUS TERMINAL,Wednesday,5,8
85,Mechanical,KENNEDY AND SHEPPARD,Monday,15,3
36,Operations - Operator,FINCH AND WESTON,Thursday,22,7
53,Emergency Services,STEELES AND DUMONT,Friday,22,1
935,Cleaning - Unsanitary,JANE AND FALSTAFF,Saturday,18,6
37,Operations - Operator,ISLINGTON AND DIXON,Saturday,15,8
7,Mechanical,BATHURST STATION,Thursday,19,5
169,Mechanical,SCARBOROUGH CENTER,Thursday,20,5
63,Operations - Operator,OSSINGTON STATION,Monday,17,5
105,Diversion,FINCH AND DUFFERIN,Tuesday,18,9
96,Mechanical,WILSON STATION,Thursday,6,1
61,Vision,WILSON GARAGE,Wednesday,6,6
40,Mechanical,DUNDAS AND CORDOVA,Thursday,10,4
925,Operations - Operator,DON MILLS STATION,Friday,5,1
937,Operations - Operator,ISLINGTON AND EGLINTON,Thursday,17,2
116,Mechanical,MORNINGSIDE AND DANZIG,Friday,12,6
985,Operations - Operator,DON MILLS STATION,Monday,18,8
89,Security,WESTON AND ST. PHILLIP,Sunday,11,5
63,Operations - Operator,OSSINGTON STATION,Sunday,9,7
941,Collision - TTC,KEELE AND DUNDAS,Tuesday,17,6
50,Investigation,BURNHAMTHORPE AND MART,Saturday,16,7
935,Mechanical,JANE AND WILSON,Friday,18,9
12,Mechanical,KINGSTON AND CLAREMORE,Monday,8,1
37,Cleaning - Unsanitary,HUMBERWOOD BOULEVARD,Monday,0,8
96,Collision - TTC,WILSON AND AVENUE,Tuesday,10,9
116,Operations - Operator,OLD FINCH AND MORNINGS,Saturday,8,1
34,Emergency Services,GRENOBLE AND SPANBRIDG,Monday,16,4
47,Utilized Off Route,YORKDALE STATION,Saturday,15,5
85,Mechanical,ROUGE HILL STATION,Monday,17,9
32,Mechanical,EGLINTON AND INDUSTRY,Wednesday,17,1
53,Operations - Operator,STEELES AND MIDLAND,Thursday,15,5
35,Operations - Operator,STEELES AND MURRAY ROS,Friday,14,7
29,Vision,DUFFERIN AND DUPONT,Thursday,16,8
36,Mechanical,FINCH WEST STATION,Friday,13,3
7,Cleaning - Unsanitary,BATHURST STATION,Tuesday,20,9
32,Mechanical,EMMIT AND VERONA,Friday,8,1
13,Diversion,AVENUE AND DAVENPORT,Tuesday,13,4
84,Mechanical,BRADSTOCK AND WESTON,Sunday,18,3
32,Mechanical,EGLINTON AND CALEDONIA,Tuesday,16,7
64,Security,MAIN STREET STATION,Tuesday,14,2
102,Mechanical,MORNINGSIDE AND PASSMO,Monday,5,3
85,Mechanical,SHEPPARD AND WARDEN,Thursday,19,8
34,Mechanical,EGLINTO STATION,Wednesday,16,4
16,Mechanical,BIRCHMOUNT GARAGE,Tuesday,14,4
133,General Delay,ELLESMERE AND TRITON,Sunday,19,5
70,Investigation,COXWELL AND QUEENSDALE,Monday,13,5
122,Operations - Operator,YORK MILLS STATION,Monday,9,1
89,Vision,KEELE STATION,Friday,0,6
929,Mechanical,DUFFERIN AND LIBERTY,Sunday,10,7
17,Operations - Operator,WINTERMUTE AND MOUNTCA,Monday,9,3
60,Mechanical,PIONEER VILLAGE STATIO,Tuesday,7,5
34,Investigation,KENNEDY STATION,Thursday,11,3
37,Operations - Operator,ISLINGTON AND STEELES,Monday,19,6
939,Mechanical,FINCH WEST STATION,Monday,7,9
300,Collision - TTC,BLOOR AND BROCK (E OF,Tuesday,5,5
86,Mechanical,KINGSTON AND MORNINGSI,Wednesday,20,6
86,Mechanical,KINGSTON AND HIGHLAND,Thursday,17,7
41,Mechanical,KEELE AND WYCOMBE,Tuesday,12,5
36,Mechanical,FINCH AND VIRGILWOOD,Thursday,17,8
96,Mechanical,HUMBER COLLEGE,Friday,15,8
111,Mechanical,KIPLING STATION,Tuesday,8,2
329,Security,DUFFERIN AND SYLVAN,Sunday,5,3
34,Mechanical,EGLINTON STATION,Friday,16,7
116,Mechanical,EGLINTON AND MIDLAND,Sunday,10,9
131,Mechanical,SCARBOROUGH CENTRE STA,Friday,10,8
52,Emergency Services,MARTIN GROVE AND THE W,Tuesday,16,5
52,Security,LAWRENCE AND ENGLEMOUN,Tuesday,18,8
100,Collision - TTC,GATEWAY AND DON MILLS,Thursday,15,2
31,Utilized Off Route,COXWELL STATION,Monday,10,5
92,Mechanical,WOODBINE AND MERRILL,Sunday,12,7
927,Mechanical,STEELES WEST AND MARTI,Sunday,12,8
986,Mechanical,KENNEDY STATION,Thursday,6,9
24,Mechanical,VICTORIA PARK AND SOUT,Wednesday,8,7
960,Operations - Operator,PIONEER VILLAGE STATIO,Tuesday,1,7
102,Operations - Operator,MARKHAM AND BLAKEMANOR,Saturday,12,6
102,Operations - Operator,MARKHAM AND SHEPPARD,Saturday,11,5
65,Mechanical,QUEENS QUAY AND SMALL,Thursday,10,5
36,Emergency Services,FINCH STATION,Saturday,13,6
45,Mechanical,KIPLING AND EGLINTON,Thursday,11,4
32,Collision - TTC,EGLINTON AND FAIRLEIGH,Tuesday,18,4
52,Mechanical,DIXON AND ROYAL YORK,Monday,8,2
65,Mechanical,PARLIAMENT AND WINCHES,Tuesday,14,3
102,Cleaning - Unsanitary,WARDEN STATION,Monday,22,8
65,Security,QUEEN AND PARLIAMENT,Friday,17,7
91,Operations - Operator,WOODBINE STATION,Tuesday,17,5
126,Security,ST CLAIR AND KENWOOD,Sunday,16,4
55,Operations - Operator,DUNDAS AND SCARLETT,Friday,15,9
75,Emergency Services,SHERBOURNE AND BLOOR,Thursday,16,1
900,Mechanical,KIPLING STATION,Tuesday,6,7
985,Mechanical,KENNEDY STATION,Monday,7,4
960,Mechanical,KIPLING AND STEELES,Monday,13,9
72,Operations - Operator,PAPE AND LIPTON,Saturday,17,8
132,Mechanical,MCCOWAN AND TRITON,Thursday,8,3
116,Diversion,EGLINTON AND CEDAR,Saturday,20,4
39,Operations - Operator,FINCH STATION,Saturday,11,7
35,Operations - Operator,PIONEER VILLAGE STATIO,Wednesday,15,6
134,General Delay,PROGRESS AND MARKHAM,Friday,21,3
952,Operations - Operator,ARROW GARAGE,Wednesday,6,6
939,Mechanical,MIDLAND AND DORCOT,Wednesday,6,2
36,Mechanical,HUMBERWOOD LOOP,Wednesday,11,6
90,Collision - TTC,VAUGHN AND ST CLAIR,Thursday,8,5
46,Utilized Off Route,KIPLING STATION,Friday,1,7
79,Mechanical,LAWRENCE AND JANE,Thursday,8,3
32,Operations - Operator,EGLINTON WEST STATION,Tuesday,8,2
91,General Delay,O'CONNOR AND ST CLAIR,Monday,20,7
54,Security,EGLINTON STATION,Saturday,22,1
36,Collision - TTC,FINCH AND WESTON,Monday,21,7
43,Cleaning - Unsanitary,EMMETT AND VERONA,Monday,21,6
53,Security,STEELES AND KENNEDY,Wednesday,0,1
85,Mechanical,DON MILLS STATION,Monday,20,8
89,Mechanical,WESTON AND ALBION,Sunday,17,6
985,Mechanical,SHEPPARD AND MCCOWAN,Monday,6,4
36,Mechanical,HUMBER COLLEGE AND FIN,Wednesday,14,2
512,Collision - TTC,ST CLAIR AVE W AND ST,Sunday,17,1
939,Mechanical,FINCH AND LESLIE,Wednesday,8,2
72,Mechanical,PAPE STATION,Tuesday,18,3
31,Collision - TTC,DANFORTH AND GREENWOOD,Thursday,8,8
26,Operations - Operator,JANE STATION,Saturday,14,8
85,Mechanical,VICTORIA PARK AND SHEP,Thursday,16,9
996,Mechanical,ELMHURST AND ISLINGTON,Wednesday,18,7
129,Security,MCCOWAN AND HIGHWAY 7,Wednesday,21,8
201,Mechanical,BLUFFERS PARK RD - BRI,Wednesday,14,7
34,Collision - TTC,EGLINTON AND WARDEN,Saturday,16,1
929,Operations - Operator,WILSON STATION,Wednesday,7,8
43,Mechanical,KENNEDY AND ELLESMERE,Thursday,7,2
39,Mechanical,FINCH STATION,Friday,16,9
36,Mechanical,HUMBERWOOD AND VIEW GR,Thursday,17,1
32,Operations - Operator,EGLINTON AND KEELE,Thursday,4,8
38,Mechanical,ELLESMERE AND DORMINGT,Friday,21,3
25,Operations - Operator,EGLINTON GARAGE,Monday,6,8
83,Security,KEELE STATION,Monday,12,1
116,Mechanical,MORNINGSIDE AND LAWREN,Sunday,9,8
126,Security,ST CLAIR WEST STATION,Saturday,8,9
65,Operations - Operator,PARLIAMENT AND SHUTER,Saturday,16,7
927,Mechanical,MARTIN GROVE AND STEEL,Thursday,9,8
84,Collision - TTC,GREENFIELD AND YONGE,Sunday,22,6
995,Mechanical,ELLESMERE AND VICTORIA,Thursday,17,1
47,Mechanical,LANSDOWNE AND ST CLAIR,Sunday,6,3
36,Security,FINCH WEST STATION,Tuesday,21,1
34,Collision - TTC,WYNFORD AND DON MILLS,Monday,17,3
32,Mechanical,EGLINTON AND JANE,Wednesday,22,6
86,Operations - Operator,CORONATION AND WALLSEN,Wednesday,14,5
952,Operations - Operator,EGLINTON STATION,Wednesday,15,6
161,Emergency Services,ROGERS AND KANE,Wednesday,14,7
96,Operations - Operator,ARROW GARAGE,Monday,7,9
54,General Delay,LAWRENCE AND STARSPRAY,Tuesday,18,1
46,Utilized Off Route,KIPLING STATION,Wednesday,14,7
41,Vision,PIONEER VILLAGE STATIO,Monday,23,9
96,Mechanical,HUMBERLINE AND ALBION,Saturday,18,8
32,Mechanical,EGLINTON STATION,Friday,14,7
39,Investigation,FIMCH STATION,Friday,14,9
112,Investigation,BLOOR AND DUNDAS WEST,Tuesday,5,7
35,Cleaning - Unsanitary,JANE AND TRETHWEY,Tuesday,17,6
35,Mechanical,JANE AND HARDING,Saturday,19,9
95,Mechanical,ELLESMERE AND KENNEDY,Friday,10,9
29,Operations - Operator,MOUNT DENNIS GARAGE,Wednesday,14,7
96,General Delay,WESTON AND WALSH,Saturday,19,1
102,Mechanical,MARKHAM AND STEELES,Saturday,20,3
939,Collision - TTC,YONGE AND TURNBERRY CT,Saturday,9,9
941,Security,KEELE AND SHEPPARD,Monday,19,7
29,Mechanical,DUFFERIN ADN DUNDAS,Tuesday,20,4
937,Utilized Off Route,ISLINGTON AND EGLINTON,Tuesday,17,2
85,Operations - Operator,MALVERN AND SHEPPARD,Monday,21,9
165,Mechanical,WESTON AND FLINDON,Monday,7,5
43,Mechanical,KENNEDY AND TREVERTON,Wednesday,5,7
75,Road Blocked - NON-TTC Collision,LOWER JARVIS AND LAKE,Sunday,17,5
