,Route,Incident,Location,Day,Hour,Month
12824,67,Collision - TTC,PHARMACY AND CLAIRLEA,Tuesday,6,4
1187,109,Operations - Operator,WILSON GARAGE,Wednesday,5,1
32634,59,Cleaning - Unsanitary,LAWRENCE AND CULFORD,Tuesday,17,9
3689,41,Mechanical,CALVINGTON AND KEELE,Tuesday,14,1
19620,12,Collision - TTC,KINGSTON AND BLANTYRE,Thursday,15,6
25575,29,Operations - Operator,LAWRENCE AND KEELE,Tuesday,21,7
17416,95,Collision - TTC,YORK MILLS AND VALLEY,Tuesday,10,5
18628,995,Mechanical,ELLESMERE AND BIRCHMOU,Thursday,11,5
5705,96,Security,HUMBERLINE DR AND HOLY,Friday,23,2
15517,112,Emergency Services,THE WEST MALL AND CIVI,Monday,23,5
23336,35,Emergency Services,JANE AND TRETHEWEY,Tuesday,19,7
18154,40,Utilized Off Route,QUEENSWAY GARAGE,Monday,5,5
6827,35,Operations - Operator,JANE AND EGLINTON,Tuesday,15,2
12374,168,General Delay,OLD WESTON AND ROCKWEL,Friday,16,4
5371,43,Operations - Operator,LAWRENCE AND KENNEDY,Wednesday,16,2
14256,903,Mechanical,KENNEDY STATION,Friday,20,4
7298,986,Mechanical,EGLINTON AND MARKHAM,Friday,17,3
12084,17,Operations - Operator,BIRCHMOUNT AND FINCH,Wednesday,17,4
29606,131,Mechanical,SEWELLS AND NEILSON,Saturday,14,8
32931,902,Mechanical,MARKHAM AND SHEPPARD,Thursday,20,9
20695,45,Utilized Off Route,KIPLING STATION,Friday,12,6
15108,42,Operations - Operator,MCNICOLL AND WARDEN,Friday,15,5
20313,126,Investigation,CHRISTIE AND DAVENPORT,Wednesday,6,6
7097,129,Mechanical,KENNEDY STATION,Thursday,14,2
10208,903,Mechanical,SCARBOROUGH TOWN CENTR,Tuesday,12,3
27719,43,Emergency Services,KENNEDY AND PROGRESS,Friday,14,8
23657,945,Operations - Operator,MOUND DENNIS GARAGE,Friday,6,7
31918,90,Operations - Operator,BATHURST STATION,Wednesday,22,9
7000,29,Operations - Operator,DUFFERIN AND LAWRENCE,Wednesday,17,2
13868,12,Utilized Off Route,KENNEDY STATION,Wednesday,19,4
52,12,Cleaning - Unsanitary,KENNEDY STATION,Monday,19,1
24681,25,Mechanical,BLOOR AND ISLINGTON,Thursday,13,7
9912,900,Cleaning - Unsanitary,TERMINAL 1 PEARSON AIR,Saturday,15,3
23278,36,Collision - TTC,FINCH WEST STATION,Tuesday,11,7
15380,600,Operations - Operator,YORK MILLS STATION,Sunday,21,5
17364,102,Operations - Operator,WARDEN STATION,Tuesday,4,5
19993,60,Vision,YONGE AND CUMMER,Sunday,19,6
17305,86,General Delay,KINGSTON AND MORNINGSI,Monday,10,5
22895,935,Cleaning - Unsanitary,PIONEER VILLAGE STATIO,Friday,17,6
14120,47,Utilized Off Route,LANSDOWNE AND QUEEN,Friday,12,4
21531,935,Mechanical,JANE AND TRETHEWAY,Wednesday,15,6
31649,47,Mechanical,DUPONT AND LANSDOWNE,Monday,12,9
32899,116,Mechanical,MORNINGSIDE AND NIGHTS,Thursday,17,9
8091,999,Operations - Operator,COMSTOCK AND FAULKLAND,Friday,18,3
23835,70,Operations - Operator,COXWELL STATION,Saturday,10,7
7119,36,Mechanical,ALBION AND FINCH,Thursday,17,2
31239,102,Mechanical,MARKHAM AND SHEPPARD,Friday,9,8
25655,952,Mechanical,LAWRENCE WEST AND PINE,Wednesday,15,7
18204,935,Mechanical,JANE AND LAWRENCE WEST,Monday,11,5
6951,935,Mechanical,JANE AND EXBURY,Wednesday,13,2
6582,100,General Delay,ST DENNIS AND WYNFORD,Sunday,11,2
9281,52,Operations - Operator,PEARSON AIRPORT T 3,Monday,18,3
7501,35,Security,PIONEER VILLAGE SATION,Sunday,1,3
32461,133,Mechanical,FINCH AND MORNINGSIDE,Monday,13,9
1729,102,Mechanical,WARDEN AND ST CLAIR,Sunday,8,1
27434,89,Security,WESTON AND LAWRENCE,Wednesday,20,7
34715,43,Emergency Services,KENNEDY STATION (PLATF,Thursday,18,9
14340,9,Mechanical,TRITON AND MCCOWAN,Saturday,16,4
18600,89,Mechanical,WESTON AND KNOB HILL,Thursday,9,5
6019,989,Operations - Operator,KEELE STATION,Tuesday,14,2
8521,57,Operations - Operator,REDLEA LOOP,Tuesday,15,3
1955,929,Mechanical,DUFFERIN GATE LOOP,Tuesday,8,1
2128,902,Emergency Services,MARKHAM AND LUELLA,Wednesday,17,1
3714,24,Mechanical,VICTORIA PARK AND SHEP,Tuesday,17,1
13385,935,Emergency Services,JANE AND WILSON,Saturday,16,4
13490,161,Cleaning - Unsanitary,OSSINGTON STATION,Sunday,20,4
16255,929,Operations - Operator,MOUNT DENNIS GARAGE,Sunday,7,5
28765,68,General Delay,WARDEN AND STEELES,Saturday,21,8
24372,23,Operations - Operator,MAIN STREET STATION,Tuesday,14,7
18374,902,Mechanical,WARDEN STATION,Tuesday,16,5
3253,90,Mechanical,BATHURST AND DUPONT,Friday,14,1
20629,52,Operations - Operator,ARROW GARAGE,Friday,4,6
23064,85,Security,DON MILLS STATION,Saturday,1,6
29169,903,Mechanical,SCARBORUGH TOWN CENTRE,Wednesday,11,8
22717,953,Mechanical,STEELES AND BESTVIEW,Thursday,8,6
7585,924,Utilized Off Route,VICTORIA PARK STATION,Monday,16,3
22564,925,Utilized Off Route,YORK MILLS AND LESMILL,Wednesday,6,6
9545,53,Mechanical,MORNINGSIDE AND PASSMO,Thursday,6,3
7676,984,Collision - TTC,SHEPPARD AND SENLAC,Tuesday,13,3
32776,29,Vision,DUFFERIN AND LIBERTY,Wednesday,20,9
29860,84,Collision - TTC,SHEPPARD AND JANE,Monday,14,8
33619,53,Mechanical,STEELES AND BRIMLEY,Wednesday,8,9
4592,25,Mechanical,OVERLEA AND THORNCLIFF,Wednesday,0,2
15355,63,Security,LIBERTY AND JEFFERSON,Sunday,15,5
25200,71,Collision - TTC,RUNNYMEDE STATION,Sunday,16,7
669,9,Diversion,BELLAMY AND EGLINTON,Friday,22,1
17082,165,Mechanical,STEELES AND SIGNET,Friday,21,5
8736,108,Mechanical,DRIFTWOOD AND JANE,Thursday,7,3
19797,165,Emergency Services,BRANDSTOCK AND WESTON,Friday,19,6
23990,104,Operations - Operator,WILSON GARAGE,Sunday,8,7
14191,905,Operations - Operator,MORNINGSIDE AND KINGST,Friday,16,4
18923,104,Investigation,WILSON STATION,Saturday,10,6
9878,54,Mechanical,LAWRENCE AND OVERTURE,Saturday,11,3
1098,12,Vision,VICTORIA PARK STATION,Tuesday,16,1
7459,85,Mechanical,TORONTO ZOO,Sunday,12,3
11307,939,Mechanical,KENNEDY STATION,Thursday,11,4
13685,34,Investigation,EGLINTON AND DUNFIELD,Tuesday,15,4
16759,64,Mechanical,WINEVA AND QUEEN,Wednesday,13,5
13539,52,Vision,WESTWOOD MALL,Monday,13,4
1506,35,Mechanical,JANE AND SHEPPARD,Friday,16,1
34017,8,Collision - TTC,BROADVIEW AND MONTCRES,Friday,21,9
1566,89,General Delay,WESTON AND BLACK CREEK,Friday,20,1
16644,21,Mechanical,KENNEDY STATION,Tuesday,14,5
34079,32,Vision,EGLINTON AND GABIAN,Saturday,14,9
16545,29,Mechanical,DUFFERIN AND KING,Monday,18,5
2951,941,Operations - Operator,FINCH WEST STATION,Wednesday,15,1
27283,31,Operations - Operator,COXWELL STATION,Tuesday,20,7
10841,29,Operations - Operator,DUFFERIN AND QUEEN,Sunday,19,3
28163,129,Collision - TTC,MCCOWAN AND FINCH,Tuesday,12,8
29058,925,Mechanical,DON MILLS AND VAN HORN,Tuesday,12,8
33099,45,Vision,KIPLING AND STEELES,Friday,21,9
5315,75,Operations - Operator,SHERBOURNE STATION,Wednesday,9,2
11689,23,Mechanical,DAWES AND GOWER,Sunday,17,4
27204,35,Collision - TTC,OLD MILL STATION,Tuesday,8,7
15638,113,Mechanical,KENNEDY AND ST. CLAIR,Tuesday,16,5
27286,45,General Delay,STEELES LOOP,Tuesday,20,7
13836,96,Collision - TTC,JOHN GARLAND AND GRACE,Wednesday,16,4
27470,9,Mechanical,BIRCHMOUNT GARAGE,Thursday,6,8
31028,986,Mechanical,MALVERN GARAGE,Thursday,6,8
14656,29,Collision - TTC,DUFFERIN AND AUBURN,Tuesday,10,4
23297,60,Operations - Operator,FINCH STATION,Tuesday,14,7
24886,54,Mechanical,LAWRENCE AND TOWNLEY,Friday,19,7
5124,38,Operations - Operator,ELLESMERE AND MCCOWAN,Monday,17,2
13025,96,Operations - Operator,BROOKMERE AND KIPLING,Wednesday,22,4
31551,134,Mechanical,FINCHDENE SQUARE AND T,Sunday,11,9
4161,104,Vision,SHEPPARD WEST STATION,Saturday,17,2
14359,104,Mechanical,FINCH AND DUFFERIN,Saturday,18,4
280,98,Mechanical,GOULDING AND CACTUS,Wednesday,15,1
31701,929,Operations - Operator,MOUNT DENNIS GARAGE,Tuesday,6,9
27667,20,Mechanical,MIDLAND AND WOLFE,Friday,9,8
6571,506,Security,COLLEGE AND SPADINA,Sunday,9,2
33711,939,Cleaning - Unsanitary,FINCH WEST STATION,Wednesday,19,9
33215,94,Mechanical,HARBORD AND BATHURST,Saturday,1,9
24792,903,Mechanical,CENTENNIAL COLLEGE BUS,Friday,10,7
31754,54,Operations - Operator,EGLINTON AND BANFF,Tuesday,15,9
16856,995,Mechanical,ELLESMERE AND BRIMLEY,Thursday,9,5
19337,36,Mechanical,HUMBERWOOD AND MORNING,Tuesday,16,6
11975,85,Mechanical,SHEPPARD STATION,Tuesday,21,4
16239,94,Operations - Operator,CASTLEFRANK STATION,Saturday,22,5
15210,7,Operations - Operator,BATHURST AND GREENWIN,Saturday,11,5
19569,57,Mechanical,MIDLAND AND EGLINTON,Thursday,7,6
25086,73,Mechanical,ROYAL YORK AND ASHLEY,Saturday,20,7
28091,8,Mechanical,QUEENSWAY AND KIPLING,Monday,17,8
25644,94,Mechanical,CASTLE FRANK STATION,Wednesday,14,7
34266,79,Mechanical,PINE AND LAWRENCE,Monday,7,9
32008,16,Operations - Operator,WARDEN STATION,Thursday,18,9
35116,85,Mechanical,COLINS AND SHEPPARD,Monday,5,9
8596,24,Mechanical,VICTORIA PARK AND ROWE,Wednesday,5,3
13681,927,Operations - Operator,DUNDAS AND WILMAR,Tuesday,15,4
1534,35,Mechanical,JANE AND WESTON RD,Friday,19,1
20801,165,Utilized Off Route,YORK MILLS STATION,Saturday,7,6
34506,939,Mechanical,FINCHDENE SQUARE AND T,Wednesday,7,9
33973,121,Cleaning - Unsanitary,CHURCH AND THE ESPLANA,Friday,18,9
16162,39,Mechanical,FINCH AND KENNEDY,Saturday,13,5
28589,38,Mechanical,ROUGE HILL GO STATION,Friday,15,8
12135,85,Mechanical,DON MILLS STATION,Thursday,7,4
32534,39,Security,FINCH AND DON MILLS,Monday,22,9
29499,36,Collision - TTC,FINCH AND ROMFIELD,Friday,19,8
32954,35,Utilized Off Route,JANE AND BLOOR,Thursday,1,9
10642,60,Emergency Services,MARTIN GROVE LOOP,Saturday,5,3
24518,53,Mechanical,FINCH AND MORNINGSIDE,Wednesday,10,7
12574,112,Security,DANFORTH AND MACK,Sunday,3,4
33015,118,Cleaning - Unsanitary,KEELE AND WILSON,Friday,14,9
29309,90,Utilized Off Route,BATHURST STATION,Thursday,13,8
26357,129,Mechanical,MCCOWAN AND SANDHURST,Tuesday,16,7
25852,84,Collision - TTC,SHEPPARD AND JANE,Friday,13,7
9292,16,Security,DANFORTH RD AND MIDLAN,Monday,23,3
8992,63,Diversion,OSSINGTON AND DUPONT,Friday,19,3
11103,7,Mechanical,BATHURST AND WILSON,Wednesday,7,4
34407,23,Security,DAWES AND DONORA,Tuesday,9,9
2468,939,Utilized Off Route,MIDLAND AND EGLINTON,Saturday,13,1
16257,929,Operations - Operator,MOUNT DENNIS GARAGE,Sunday,7,5
22507,165,Mechanical,WESTON AND SHEPPARD,Tuesday,18,6
10982,35,Mechanical,JANE AND WESTON,Tuesday,8,4
22413,26,Mechanical,DUPONT AND EDWIN,Tuesday,7,6
10868,129,Vision,KENNEDY STATION,Monday,6,4
29734,42,Cleaning - Unsanitary,80 DYNAMIC DRIVE,Sunday,10,8
8824,7,Security,BATHRUST AND TIMBERLAN,Thursday,18,3
33511,929,Mechanical,DUFFERIN AND NORTH OF,Tuesday,13,9
11822,68,Mechanical,WARDEN STATION,Monday,19,4
23226,84,Mechanical,SHEPPARD AND JANE,Monday,0,7
7150,102,Utilized Off Route,SHEPPARD AND PROVOST,Thursday,21,2
20720,95,Operations - Operator,YORK MILLS COLLEGIATE,Friday,15,6
25296,905,Collision - TTC,EGLINTON AND MCCOWAN,Monday,9,7
22429,35,Operations - Operator,JANE AND EGLINTON,Tuesday,9,6
8208,7,Collision - TTC,BATHURST AND VERWOOD,Saturday,16,3
34056,9,Mechanical,BELLAMY AND ELLESMERE,Saturday,10,9
7319,51,Investigation,EGLINTON STATION,Friday,21,3
26804,118,Mechanical,WILSON AND DUFFERIN,Friday,17,7
26537,63,Vision,OAKWOOD AND CLOVELLY,Wednesday,20,7
22127,86,Mechanical,KENNEDY STATION,Sunday,12,6
7850,42,Collision - TTC,MCNICOLL AND PINEWAY,Wednesday,18,3
1013,34,Emergency Services,EGLINTON STATION,Tuesday,5,1
12749,97,Mechanical,YONGE AND TEDDINGTON,Monday,16,4
13468,85,Security,SHEPPARD AND MEADOWVAL,Sunday,16,4
14336,39,Mechanical,FINCH AND WARDEN,Saturday,15,4
3971,67,Mechanical,VICTORIA PARK STATION,Friday,7,2
22621,32,Operations - Operator,RENFORTH STATION,Wednesday,13,6
27351,52,Mechanical,LAWRENCE WEST AND JANE,Wednesday,12,7
1304,66,Mechanical,LAIRD AND MILLWOOD,Thursday,7,1
27894,34,Operations - Operator,KENNEDY STATION,Saturday,18,8
25598,37,Mechanical,EVANS AND KIPLING,Wednesday,5,7
7149,35,Utilized Off Route,JANE AND COLBECK,Thursday,21,2
28135,43,Mechanical,KENNEDY AND MCNICOLL,Tuesday,7,8
31376,7,Operations - Operator,BATHURST AND ST CLAIR,Friday,22,8
9255,43,Operations - Operator,SCARBOROUGH CENTRE STA,Monday,13,3
5872,116,Mechanical,MORNINGSIDE AND NIGHTS,Sunday,14,2
373,95,Operations - Operator,MALVERN DIVISION,Thursday,4,1
9278,41,Vision,PIONEER VILLAGE STATIO,Monday,18,3
29257,102,Cleaning - Unsanitary,MAJOR MCKENZIE AND RAL,Wednesday,21,8
33542,72,Mechanical,OVERLEA AND THORNCLIFF,Tuesday,17,9
11259,35,Mechanical,JANE AND GOLDWIN,Thursday,5,4
3251,122,Operations - Operator,YORK MILLS STATION,Friday,14,1
30269,60,Mechanical,YONGE AND CUMMER,Thursday,20,8
5836,89,Vision,WESTON AND ALBION,Saturday,0,2
16093,985,Security,KENNEDY STATION,Friday,19,5
19068,116,Security,MORNINGSIDE AND PLANTA,Sunday,13,6
31275,63,Operations - Operator,OAKWOOD AND CLOVELLY,Friday,13,8
6137,60,Mechanical,FINCH STATION,Wednesday,15,2
13118,36,Mechanical,FINCH AND WELLS,Thursday,15,4
1646,900,Mechanical,KIPLING STATION,Saturday,14,1
34156,29,Collision - TTC,DUFFERIN AND EGLINTON,Saturday,1,9
6658,123,Mechanical,EVAN'S AND BROWN'S LIN,Sunday,0,2
30596,52,Mechanical,DIXON AND ROYAL YORK,Sunday,17,8
25141,939,Security,FINCH STATION,Sunday,8,7
1561,127,Mechanical,TOWNSLEY LOOP,Friday,20,1
25957,34,Mechanical,WYNFORD AND DON MILLS,Saturday,8,7
17879,960,Mechanical,FINCH STATION,Friday,16,5
25376,35,Mechanical,JANE STATION,Monday,17,7
3083,905,Mechanical,EGLINTON AND BELLAMY,Thursday,10,1
23684,116,Operations - Operator,MORNINGSIDE AND NIGHTS,Friday,9,7
8593,995,Utilized Off Route,YONGE AND WELLESLEY,Wednesday,2,3
30766,929,Mechanical,DUFFERIN AND WILSON,Tuesday,11,8
13398,929,Mechanical,DUFFERINA DN GORDON,Saturday,19,4
14333,123,Mechanical,NORTH QUEEN AND MANSTO,Saturday,15,4
3821,130,Collision - TTC,MIDDLEFIELD AND PASSMO,Wednesday,17,1
20203,126,Mechanical,SPADINA AND EGLINTON,Tuesday,10,6
20432,84,Mechanical,SHEPPARD AND SENLAC,Wednesday,20,6
21110,501,Collision - TTC,PARLIAMENT AND LAKESHO,Monday,16,6
14429,13,Mechanical,DAVENPORT AND AVENUE,Sunday,13,4
14641,29,Mechanical,WILSON STATION,Tuesday,8,4
15496,902,Mechanical,KINGSTON AND CATHEDRAL,Monday,19,5
29550,63,Security,DUFFERIN AND KING,Friday,0,8
14221,984,Utilized Off Route,BRADSTOCK AND WESTON,Friday,17,4
395,123,Mechanical,SHERWAY GARDENS,Thursday,6,1
5245,996,Security,WILSON AND WILLIAM CRA,Tuesday,15,2
4731,329,Operations - Operator,GERRY FITZGERALD AND S,Friday,6,2
27103,133,Emergency Services,NEILSON AND MILNER,Monday,12,7
8285,84,Vision,SHEPPARD AND ABRAHAM W,Sunday,15,3
34343,29,Mechanical,SPRINGHURST LOOP,Monday,18,9
34215,86,Mechanical,MEADOWVALE AND GENERAT,Sunday,19,9
11074,75,Security,SHERBOURNE AND WELLESL,Tuesday,22,4
22739,903,Mechanical,PROGRESS AND MARKHAM,Thursday,12,6
4216,54,Security,EGLINTON STATION,Sunday,12,2
17812,59,Mechanical,EGLINTON WEST STATION,Friday,6,5
30199,129,Vision,MCCOWAN AND STEELES,Thursday,8,8
11210,130,Mechanical,SCARBOROUGH CENTRE STA,Wednesday,18,4
22147,102,Utilized Off Route,ST. CLAIR AND SANTAMON,Sunday,14,6
13700,989,Mechanical,WESTORN AND ROGERS,Tuesday,18,4
20820,34,Mechanical,EGLINTON AND VICTORIA,Saturday,12,6
31833,925,Collision - TTC,DON MILLS AND OVERLEA,Wednesday,9,9
33721,995,Operations - Operator,ELLESMERE AND BELLAMY,Wednesday,20,9
13577,52,Collision - TTC,THICKSON AND ROYAL YOR,Monday,17,4
23081,116,Security,KENNEDY STATION,Sunday,9,6
16917,90,Emergency Services,BATHURST STATION,Thursday,17,5
14321,935,Mechanical,JANE AND FOXWELL,Saturday,12,4
7257,43,Mechanical,KENNEDY AND PASSMORE,Friday,14,3
909,116,Operations - Operator,MALVERN DIVISION,Monday,5,1
11375,41,Investigation,KEELE AND MAPLE LEAF,Thursday,20,4
15045,36,Operations - Operator,FINCH WEST STATION,Friday,2,5
24088,54,Operations - Operator,LAWRENCE AND RAILSIDE,Sunday,19,7
873,54,Operations - Operator,WARDEN AND LAWRENCE,Sunday,18,1
30539,320,Operations - Operator,YORK MILLS AND SCARSDA,Saturday,21,8
34487,63,Vision,OSSINGTON STATION,Tuesday,21,9
27051,84,Mechanical,WESTON AND BRADSTOCK,Sunday,1,7
34953,102,Emergency Services,MORNINGSIDE AND PASSMO,Saturday,16,9
12228,902,Mechanical,WARDEN STATION,Thursday,14,4
24040,95,Operations - Operator,ELLESMERE AND MARKHAM,Sunday,13,7
17244,42,Mechanical,FINCH STATION,Sunday,12,5
5,300,Security,DANFORTH AND WOODBINE,Monday,4,1
35190,113,Security,MAIN STREET STATION,Monday,15,9
14034,123,Operations - Operator,QUEENSWAY AND NORTH QU,Thursday,21,4
5044,85,Operations - Operator,MALVERN GATE,Monday,9,2
17243,72,Mechanical,OVERLEA AND THIRNCLIFF,Sunday,12,5
34281,105,Mechanical,GERRY FITZGERALD ANS S,Monday,10,9
22208,116,Security,EGLINTON AND MASON,Sunday,19,6
16671,36,Collision - TTC,FINCH AND DRIFTWOOD,Tuesday,17,5
22655,929,Operations - Operator,DUFFERIN AND EGLINTON,Wednesday,16,6
11986,89,Vision,WESTON AND WALSH,Tuesday,0,4
17870,79,General Delay,SCARLETT AND EGLINTON,Friday,14,5
20069,72,Operations - Operator,LIPTON AND PAPE,Monday,11,6
18880,36,Mechanical,WESTON AND FINCH,Friday,0,5
4824,113,Security,BRIMLEY AND CORVETTE,Friday,19,2
25986,900,Mechanical,DUNDAS AND AUCKLAND,Saturday,13,7
4769,95,Mechanical,YORK MILLS AND BAYVIEW,Friday,11,2
31989,46,Emergency Services,MARTIN GROVE AND REXDA,Thursday,15,9
5267,903,Operations - Operator,MIDLAND AND LAWRENCE,Tuesday,17,2
32467,68,Operations - Operator,WARDEN AND MCNICOLL,Monday,14,9
26618,953,Collision - TTC,STEELES AND BRIMLEY,Thursday,15,7
16234,100,Emergency Services,WYNFORD AND DONMILLS,Saturday,22,5
20308,20,Mechanical,MIDLAND AND ST CALIR,Wednesday,5,6
16317,75,Cleaning - Unsanitary,SHERBOURNE AND FRONT,Sunday,17,5
29988,985,Mechanical,SHEPPARD AND MORNINGSI,Tuesday,14,8
19086,123,Mechanical,KIPLING STATION,Sunday,18,6
21340,111,Collision - TTC,WILLOW RIDGE AND RICHG,Tuesday,16,6
8605,32,Mechanical,EGLINTON AVE W AND GAB,Wednesday,8,3
33846,54,Security,LAWRENCE AND GREENHOLM,Thursday,19,9
23940,95,Operations - Operator,YORK MILLS AND HEDGEWO,Saturday,20,7
196,84,Operations - Operator,WESTON AND BRADSTOCK,Tuesday,21,1
29144,960,Mechanical,WILSON GARAGE,Wednesday,6,8
10483,72,Utilized Off Route,QUEEN AND CARLAW,Thursday,10,3
7091,59,Operations - Operator,MICHEAL POWER ST JOSEP,Thursday,13,2
13771,945,Mechanical,MOUNT DENNIS GARAGE,Wednesday,6,4
31476,43,Emergency Services,KENNEDY AND PROGESS,Saturday,18,8
17480,65,Mechanical,EGLINTON AND KEELE,Tuesday,17,5
18916,43,Operations - Operator,LAWRENCE AND KENNEDY,Saturday,9,6
20139,927,Mechanical,STEELES AND MARTIN GRO,Monday,22,6
13772,985,Mechanical,SHEPPARD AND ROUGE RIV,Wednesday,6,4
2329,929,Operations - Operator,WILSON STATION,Friday,10,1
4401,20,Diversion,MIDLAND AND DANFORTH R,Tuesday,11,2
27722,29,Operations - Operator,EGLINTON AND DUFFERIN,Friday,14,8
25563,995,Utilized Off Route,YORK MILLS AND CEDARWO,Tuesday,19,7
11990,41,Operations - Operator,PIONEER VILLAGE STATIO,Wednesday,4,4
21208,102,Utilized Off Route,LAWRENCE AND MARKHAM,Tuesday,5,6
25459,100,Collision - TTC,OVERLEA AND DON MILLS,Tuesday,11,7
15232,105,General Delay,FINCH AND DUFFERIN,Saturday,14,5
19699,32,Operations - Operator,EGLINTON STATION,Friday,6,6
6058,29,Operations - Operator,DUFFERIN AND DAVENPORT,Tuesday,20,2
32479,29,Operations - Operator,DUFFERIN AND CLAVER,Monday,15,9
3028,132,Mechanical,SEWELLS AND BRENYON,Wednesday,21,1
14930,97,Diversion,EGLINTON STATION,Thursday,8,5
27983,25,Operations - Operator,DON MILLS STATION,Sunday,15,8
6431,52,Security,ISLINGTON AND DIXON,Friday,23,2
25841,51,Emergency Services,LESLIE AND FINCH,Friday,11,7
8679,129,Operations - Operator,STEELES AND MCCOWAN,Wednesday,18,3
32044,96,Emergency Services,YORK MILLS STATION,Thursday,1,9
10750,25,Mechanical,DON MILLS AND PREMIER,Saturday,21,3
21328,110,Mechanical,ISLINGTON AND BLOOR,Tuesday,15,6
1080,125,Mechanical,BATHURST AND ANTIBES,Tuesday,15,1
14630,9,Mechanical,ST CLAIR AND MIDLAND,Tuesday,6,4
8106,95,Mechanical,ELLESMERE AND MEADOWVA,Friday,20,3
22797,36,Operations - Operator,FINCH WEST STATION,Thursday,19,6
28913,43,Operations - Operator,KENNEDY AND STEELES AT,Monday,9,8
13656,12,Mechanical,VICTORIA PARK AND DENT,Tuesday,10,4
19240,106,Mechanical,SHEPPARD WEST STATION,Tuesday,6,6
3459,320,Security,YONGE AND BLOOR,Sunday,5,1
19421,52,Investigation,LAWRENCE AND MARLEE,Wednesday,9,6
4868,501,Mechanical,57 KING,Saturday,10,2
23732,32,Mechanical,EGLINTON STATION,Friday,14,7
4119,29,Collision - TTC,DUFFERIN AND LIBERTY S,Saturday,12,2
16837,36,Operations - Operator,FINCH AND WESTON,Thursday,7,5
1914,86,Mechanical,MEADOWVALE LOOP,Monday,20,1
14628,116,Mechanical,NIELSON AND FINCH,Tuesday,5,4
1337,960,Utilized Off Route,FINCH STATION,Thursday,10,1
9800,29,Collision - TTC,DUFFERIN AND BLOOR,Friday,19,3
18207,11,Operations - Operator,LAWRENCE AND GREER,Monday,12,5
19642,112,Mechanical,DUNDAS AND HIGHWAY 427,Thursday,18,6
19343,939,Mechanical,BAYVIEW AND FINCH,Tuesday,17,6
9465,100,Mechanical,BROADVIEW STATION,Wednesday,12,3
2175,20,Mechanical,KENNEDY AND EGLINTON,Thursday,5,1
10187,939,Mechanical,FINCH AND MIDLAND,Tuesday,9,3
23916,106,Cleaning - Unsanitary,SHEPPARD AND KEELE,Saturday,17,7
13547,20,Investigation,ATLEE AND PARK,Monday,14,4
11327,97,Emergency Services,FINCH STATION,Thursday,14,4
10567,11,Cleaning - Unsanitary,YONGE AND SCOLLARD,Friday,2,3
16312,106,Mechanical,SHEPPARD AND CHESSWOOD,Sunday,17,5
17553,927,Mechanical,KIPLING STATION,Wednesday,7,5
13666,68,Collision - TTC,WARDEN AND EGLINTON,Tuesday,13,4
16783,119,General Delay,JANE AND WILSON,Wednesday,16,5
32718,118,Mechanical,KEELE AND WILSON,Wednesday,13,9
27705,165,Collision - TTC,ARROW AND FINCH,Friday,13,8
30224,985,Mechanical,KENNEDY STATION,Thursday,15,8
11104,7,Mechanical,BATHURST AND WILSON,Wednesday,7,4
6644,7,Mechanical,FINCH AND BATHURST,Sunday,18,2
34678,929,Collision - TTC,DUFFERIN AND CASTLEFIE,Thursday,14,9
9976,102,Mechanical,EGLINTON AND MARKHAM,Sunday,11,3
2293,35,Mechanical,JANE AND TRETHEWEY,Thursday,0,1
21034,7,Mechanical,BATHURST STATION,Monday,7,6
16563,939,Security,MCCOWAN AND SHEPPARD,Monday,22,5
25316,84,Mechanical,SHEPPARD WEST AND LAUR,Monday,12,7
15476,929,General Delay,DUFFERIN AND LAWRENCE,Monday,16,5
21557,935,Mechanical,JANE STATION,Wednesday,16,6
3727,85,Security,DON MILLS STATION,Tuesday,20,1
12184,944,Utilized Off Route,KIPLING STATION,Thursday,11,4
7709,90,Collision - TTC,ST CLAIR AND VAUGHAN,Tuesday,16,3
64,320,Emergency Services,FINCH AND YONGE,Tuesday,3,1
32399,29,Emergency Services,DUFFERIN AND ROGERS,Sunday,1,9
2142,123,Mechanical,KIPLING STATION,Wednesday,18,1
13235,133,Cleaning - Unsanitary,NIGHTSTAR AND WHARNSBY,Friday,13,4
23596,52,Security,LAWRENCE AND DUCKWORTH,Thursday,16,7
12206,75,Utilized Off Route,SOUTH AND GLEN,Thursday,12,4
4267,125,Vision,FINCH STATION,Monday,6,2
10827,121,General Delay,FRONT AND BAY,Sunday,17,3
21187,35,Utilized Off Route,JANE AND WEATHERELL,Monday,22,6
9447,996,Mechanical,WILSON AND JANE,Wednesday,8,3
29470,937,Mechanical,ISLINGTON AND BARKWIN,Friday,17,8
9648,39,Security,FINCH STATION,Thursday,22,3
35212,43,Emergency Services,KENNEDY STATION,Monday,17,9
15160,87,Mechanical,MAIN STATION,Friday,22,5
26509,96,Mechanical,HUMBER COLLEGE,Wednesday,17,7
20319,952,Operations - Operator,CARLINGVIEW AND DIXON,Wednesday,8,6
25692,41,Mechanical,KEELE AND BEECHBOROUGH,Wednesday,20,7
11023,953,Mechanical,STEELES AND FAIRWAY HE,Tuesday,15,4
94,34,Cleaning - Unsanitary,EGLINTON AND DON MILLS,Tuesday,6,1
9522,100,Mechanical,WINFORD AT DON MILLS,Wednesday,21,3
13350,31,Cleaning - Unsanitary,EASTERN AND QUEEN,Saturday,11,4
